food_name,carbs,protein,sugar
"grapefruit juice, white, raw",9.2,0.5,9.1
"grapefruit, raw, pink and red and white, all areas",8.08,0.63,6.98
"grapefruit, raw, pink and red, california and arizona",9.69,0.5,0.0
"grapefruit, raw, pink and red, florida",7.5,0.55,0.0
"grapefruit, raw, pink and red, all areas",10.66,0.77,6.89
"grapefruit, raw, white, california",9.09,0.88,0.0
"grapefruit, raw, white, florida",8.19,0.63,0.0
"grapefruit, raw, white, all areas",8.41,0.69,7.31
"grapefruit, sections, canned, juice pack, solids and liquids",9.21,0.7,8.8
"grapefruit, sections, canned, light syrup pack, solids and liquids",15.44,0.56,15.04
"grapefruit, sections, canned, water pack, solids and liquids",9.15,0.58,8.75
"grapes, american type (slip skin), raw",17.15,0.63,16.25
"grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",19.65,0.48,19.05
"grapes, canned, thompson seedless, water pack, solids and liquids",10.3,0.5,9.7
"grapes, muscadine, raw",13.93,0.81,0.0
"grapes, red or green (european type, such as thompson seedless), raw",18.1,0.72,15.48
"gravy, campbell's, chicken",5.87,0.79,0.94
"gravy, heinz home style, classic chicken",5.01,0.67,0.0
"gravy, heinz home style, savory beef",6.24,1.09,0.52
"gravy, au jus, canned",2.5,1.2,0.0
"gravy, au jus, dry",47.49,9.2,0.0
"gravy, beef, canned, ready-to-serve",4.81,3.75,0.21
"gravy, brown instant, dry",59.78,8.53,9.23
"gravy, brown, dry",59.38,10.74,0.0
"gravy, chicken, canned or bottled, ready-to-serve",5.29,0.71,0.3
"gravy, chicken, dry",62.09,11.27,0.0
"gravy, instant beef, dry",61.1,9.8,23.9
"gravy, instant turkey, dry",57.56,11.72,7.6
"gravy, meat or poultry, low sodium, prepared",6.16,3.8,0.01
"gravy, mushroom, canned",5.47,1.26,0.0
"gravy, mushroom, dry, powder",64.66,10.0,3.26
"gravy, onion, dry, mix",67.64,9.0,0.0
"gravy, pork, dry, powder",63.57,8.78,24.73
"gravy, turkey, canned, ready-to-serve",5.1,2.6,0.21
"gravy, turkey, dry",65.12,10.42,0.0
"gravy, unspecified type, dry",58.0,13.0,0.0
"groundcherries, (cape-gooseberries or poha), raw",11.2,1.9,0.0
"guanabana nectar, canned",14.93,0.11,13.07
"guava nectar, canned, with added ascorbic acid",16.25,0.09,12.95
"guava nectar, with sucralose, canned",13.3,0.3,10.15
"guava sauce, cooked",9.48,0.32,5.88
"guavas, common, raw",14.32,2.55,8.92
"guavas, strawberry, raw",17.36,0.58,0.0
"guinea hen, meat and skin, raw",0.0,23.4,0.0
"guinea hen, meat only, raw",0.0,20.64,0.0
"gums, seed gums (includes locust bean, guar)",77.3,4.6,0.0
"hormel always tender, boneless pork loin, fresh pork",0.76,19.02,0.08
"hormel always tender, center cut chops, fresh pork",0.84,18.74,0.28
"hormel always tender, pork loin filets, lemon garlic-flavored",1.79,17.83,0.22
"hormel always tender, pork tenderloin, peppercorn-flavored",1.82,17.21,0.14
"hormel always tender, pork tenderloin, teriyaki-flavored",4.63,18.2,3.33
hormel canadian style bacon,1.87,16.88,1.43
"hormel, cure 81 ham",0.21,18.43,0.0
"hot pockets ham 'n cheese stuffed sandwich, frozen",24.69,9.16,7.6
"hot pockets, croissant pockets chicken, broccoli, and cheddar stuffed sandwich, frozen",30.4,8.9,7.6
"hot pockets, meatballs & mozzarella stuffed sandwich, frozen",30.68,9.32,7.73
house foods premium firm tofu,0.97,10.92,0.4
house foods premium soft tofu,2.19,6.38,0.53
"hungry man, salisbury steak with gravy, frozen, unprepared",6.96,7.96,0.18
ham and cheese loaf or roll,4.0,13.6,0.0
ham and cheese spread,2.28,16.18,0.0
ham salad spread,10.64,8.68,0.0
"ham, chopped, canned",0.26,16.06,0.0
"ham, chopped, not canned",0.0,16.5,5.0
"ham, honey, smoked, cooked",7.27,17.93,0.0
"ham, minced",1.84,16.28,0.0
"ham, sliced, pre-packaged, deli meat (96%fat free, water added)",0.7,16.85,0.0
"ham, sliced, regular (approximately 11% fat)",3.63,16.6,1.0
"ham, smoked, extra lean, low sodium",10.7,18.52,10.68
"ham, turkey, sliced, extra lean, prepackaged or deli",0.93,19.6,0.5
"hazelnuts, beaked (northern plains indians)",22.98,14.89,0.0
"headcheese, pork",0.0,13.83,0.0
"hearts of palm, canned",4.62,2.52,0.0
"hearts of palm, raw",25.61,2.7,17.16
"heinz, weight watcher, chocolate eclair, frozen",40.3,4.4,16.8
"hominy, canned, white",14.26,1.48,1.51
"hominy, canned, yellow",14.26,1.48,0.0
honey,82.4,0.3,82.12
"honey roll sausage, beef",2.18,18.58,0.0
hormel pillow pak sliced turkey pepperoni,3.78,30.99,0.0
horned melon (kiwano),7.56,1.78,0.0
"horseradish, prepared",11.29,1.18,7.99
"huckleberries, raw (alaska native)",8.7,0.4,0.0
"hummus, commercial",15.0,7.78,0.62
"hummus, home prepared",20.12,4.86,0.27
"hush puppies, prepared from recipe",46.0,7.7,2.03
"hyacinth beans, mature seeds, cooked, boiled, with salt",20.7,8.14,0.0
"hyacinth beans, mature seeds, cooked, boiled, without salt",20.69,8.14,0.0
"hyacinth beans, mature seeds, raw",60.74,23.9,0.0
"hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",9.2,2.95,0.0
"hyacinth-beans, immature seeds, cooked, boiled, drained, without salt",9.2,2.95,0.0
"hyacinth-beans, immature seeds, raw",9.19,2.1,4.08
"ice cream bar, covered with chocolate and nuts",11.89,5.62,10.8
"ice cream bar, stick or nugget, with crunch coating",37.12,2.11,21.05
"ice cream cone, chocolate covered, with nuts, flavors other than chocolate",34.38,5.21,25.0
"ice cream cones, cake or wafer-type",79.0,8.1,6.0
"ice cream cones, sugar, rolled-type",84.1,7.9,25.66
ice cream cookie sandwich,39.6,3.7,21.3
ice cream sandwich,37.14,4.29,18.57
"ice cream sandwich, made with light ice cream, vanilla",39.64,4.29,17.86
"ice cream sandwich, vanilla, light, no sugar added",42.86,5.71,6.58
ice cream sundae cone,28.89,3.0,21.26
"ice cream, bar or stick, chocolate covered",24.5,4.1,18.3
"ice cream, light, soft serve, chocolate",23.15,3.36,19.46
"ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce",40.01,5.33,10.67
"ice cream, soft serve, chocolate",22.2,4.1,21.16
"ice creams, breyers, 98% fat free chocolate",30.18,3.89,20.29
"ice creams, breyers, 98% fat free vanilla",30.51,3.3,20.93
"ice creams, breyers, all natural light french chocolate",29.68,5.3,24.04
"ice creams, breyers, all natural light french vanilla",26.03,4.82,21.11
"ice creams, breyers, all natural light mint chocolate chip",28.39,4.69,25.38
"ice creams, breyers, all natural light vanilla",25.3,4.84,22.78
"ice creams, breyers, all natural light vanilla chocolate strawberry",26.06,4.69,22.47
"ice creams, breyers, no sugar added, butter pecan",21.3,3.99,5.9
"ice creams, breyers, no sugar added, chocolate caramel",25.17,3.54,5.81
"ice creams, breyers, no sugar added, french vanilla",20.75,4.5,7.7
"ice creams, breyers, no sugar added, vanilla",21.92,3.68,6.09
"ice creams, breyers, no sugar added, vanilla chocolate strawberry",21.7,3.71,6.15
"ice creams, breyers, no sugar added, vanilla fudge twirl",25.63,3.53,5.49
"ice creams, chocolate",28.2,3.8,25.36
"ice creams, chocolate, light",25.7,5.0,24.71
"ice creams, chocolate, light, no sugar added",26.79,3.54,5.65
"ice creams, chocolate, rich",19.78,4.72,17.35
"ice creams, french vanilla, soft-serve",22.2,4.1,21.16
"ice creams, regular, low carbohydrate, chocolate",26.8,3.8,6.35
"ice creams, regular, low carbohydrate, vanilla",22.23,3.17,6.35
"ice creams, strawberry",27.6,3.2,0.0
"ice creams, vanilla",23.6,3.5,21.22
"ice creams, vanilla, fat free",30.06,4.48,6.3
"ice creams, vanilla, light",29.46,4.78,22.12
"ice creams, vanilla, light, no sugar added",21.42,3.97,6.46
"ice creams, vanilla, light, soft-serve",21.8,4.9,18.69
"ice creams, vanilla, rich",22.29,3.5,20.65
"imitation cheese, american or cheddar, low cholesterol",1.0,25.0,1.0
"incaparina, dry mix (corn and soy flours), unprepared",60.53,21.75,0.0
"infant formula, gerber good start 2, gentle plus, powder",57.1,10.8,57.1
"infant formula, gerber good start 2, gentle plus, ready-to-feed",7.61,1.44,7.61
"infant formula, mead johnson, enfamil gentlease, with iron, prepared from powder",7.6,1.51,1.53
"infant formula, mead johnson, enfamil, enfacare, ready-to-feed, with ara and dha",7.73,2.0,3.2
"infant formula, mead johnson, enfamil, gentlease, with ara and dha powder not reconstituted",56.5,11.7,11.5
"infant formula, mead johnson, enfamil, newborn, with ara and dha, powder",57.6,10.7,54.0
"infant formula, mead johnson, enfamil, newborn, with dha and ara, ready-to-feed",7.81,1.38,6.8
"infant formula, mead johnson, enfamil, premium lipil, infant, liquid concentrate, not reconstituted",14.42,2.73,14.42
"infant formula, mead johnson, enfamil, premium lipil, infant, powder",57.0,10.8,57.0
"infant formula, mead johnson, enfamil, premium, infant, liquid concentrate, not reconstituted",14.34,2.72,14.34
"infant formula, mead johnson, enfamil, premium, infant, powder",57.0,10.8,57.0
"infant formula, mead johnson, enfamil, premium, infant, ready-to-feed",7.39,1.38,7.39
"infant formula, abbott nutrition, alimentum advance, with iron, powder, not reconstituted, with dha and ara",51.91,13.99,34.18
"infant formula, abbott nutrition, similac neosure, ready-to-feed, with ara and dha",6.94,1.92,6.9
"infant formula, abbott nutrition, similac, advance, with iron, liquid concentrate, not reconstituted",13.52,2.64,13.52
"infant formula, abbott nutrition, similac, advance, with iron, powder, not reconstituted",54.73,10.89,54.73
"infant formula, abbott nutrition, similac, advance, with iron, ready-to-feed",6.77,1.36,6.77
"infant formula, abbott nutrition, similac, alimentum, advance, ready-to-feed, with ara and dha",6.77,1.8,4.4
"infant formula, abbott nutrition, similac, alimentum, with iron, ready-to-feed",6.77,1.8,4.4
"infant formula, abbott nutrition, similac, expert care, diarrhea, ready- to- feed with ara and dha",6.67,1.76,6.66
"infant formula, abbott nutrition, similac, for spit up, powder, with ara and dha",55.0,11.0,55.0
"infant formula, abbott nutrition, similac, for spit up, ready-to-feed, with ara and dha",7.19,1.4,7.19
"infant formula, abbott nutrition, similac, go and grow, powder, with ara and dha",52.2,15.36,52.2
"infant formula, abbott nutrition, similac, go and grow, ready-to-feed, with ara and dha",6.69,1.97,6.69
"infant formula, abbott nutrition, similac, isomil, advance with iron, liquid concentrate",13.21,3.13,13.1
"infant formula, abbott nutrition, similac, isomil, advance with iron, powder, not reconstituted",53.57,12.6,52.97
"infant formula, abbott nutrition, similac, isomil, advance with iron, ready-to-feed",6.7,1.61,6.7
"infant formula, abbott nutrition, similac, isomil, with iron, liquid concentrate",13.21,3.13,13.1
"infant formula, abbott nutrition, similac, isomil, with iron, powder, not reconstituted",53.57,12.6,52.97
"infant formula, abbott nutrition, similac, isomil, with iron, ready-to-feed",6.7,1.61,6.7
"infant formula, abbott nutrition, similac, neosure, powder, with ara and dha",51.75,14.42,52.02
"infant formula, abbott nutrition, similac, pm 60/40, powder not reconstituted",54.94,11.4,52.38
"infant formula, abbott nutrition, similac, sensitive (lactose free) ready-to-feed, with ara and dha",7.4,1.48,7.4
"infant formula, abbott nutrition, similac, sensitive, (lactose free), liquid concentrate, with ara and dha",13.64,2.73,13.78
"infant formula, abbott nutrition, similac, sensitive, (lactose free), powder, with ara and dha",55.67,11.13,55.67
"infant formula, abbott nutrition, similac, with iron, liquid concentrate, not reconstituted",13.76,2.64,13.76
"infant formula, abbott nutrition, similac, with iron, powder, not reconstituted",54.73,10.89,54.73
"infant formula, gerber, good start 2 soy, with iron, powder",55.6,12.5,55.6
"infant formula, gerber, good start 2 soy, with iron, ready-to-feed",7.15,1.84,7.14
"infant formula, gerber, good start 2, protect plus, powder",56.3,11.1,56.3
"infant formula, gerber, good start 2, protect plus, ready-to-feed",7.39,1.44,7.34
"infant formula, gerber, good start, protect plus, powder",57.0,11.3,57.0
"infant formula, gerber, good start, protect plus, ready-to-feed",7.17,1.44,7.17
"infant formula, mead johnson, enfamil lipil, with iron, ready-to-feed, with ara and dha",7.1,1.38,7.1
"infant formula, mead johnson, enfamil, ar, powder, with ara and dha",57.4,12.4,56.03
"infant formula, mead johnson, enfamil, ar, ready-to-feed, with ara and dha",8.73,1.64,6.44
"infant formula, mead johnson, enfamil, enfacare, with iron, powder, with ara and dha",53.8,13.9,34.0
"infant formula, mead johnson, enfamil, enfagrow, gentlease, toddler transitions, with ara and dha, powder",53.5,12.9,12.6
"infant formula, mead johnson, enfamil, enfagrow, soy, toddler transitions, with ara and dha,  powder",56.0,15.7,5.4
"infant formula, mead johnson, enfamil, enfagrow, soy, toddler ready-to-feed",7.64,2.17,7.64
"infant formula, mead johnson, enfamil, infant, ready-to-feed, with ara and dha",7.86,1.31,7.0
"infant formula, mead johnson, enfamil, infant, with iron, liquid concentrate, with ara and dha, reconstituted",7.86,1.31,7.0
"infant formula, mead johnson, enfamil, infant, with iron, powder, with ara and dha",56.2,10.8,56.0
"infant formula, mead johnson, enfamil, lipil, low iron, liquid concentrate, with ara and dha",14.24,2.76,14.24
"infant formula, mead johnson, enfamil, lipil, low iron, ready to feed, with ara and dha",7.18,1.38,7.18
"infant formula, mead johnson, enfamil, nutramigen aa, ready-to-feed",6.76,1.84,6.76
"infant formula, mead johnson, enfamil, nutramigen with lgg, with iron, powder, not reconstituted, with ara and dha",53.6,14.1,4.5
"infant formula, mead johnson, enfamil, nutramigen, puramino, powder, not reconstituted",55.68,13.9,7.6
"infant formula, mead johnson, enfamil, nutramigen, with iron, liquid concentrate not reconstituted, with ara and dha",7.2,1.84,7.0
"infant formula, mead johnson, enfamil, nutramigen, with iron, ready-to-feed, with ara and dha",7.21,1.83,0.1
"infant formula, mead johnson, enfamil, prosobee, liquid concentrate, reconstituted, with ara and dha",7.58,1.63,0.97
"infant formula, mead johnson, enfamil, prosobee, with iron, powder, not reconstituted, with ara and dha",54.6,12.7,0.1
"infant formula, mead johnson, enfamil, premature, 20 calories ready-to-feed low iron",7.21,1.97,7.23
"infant formula, mead johnson, enfamil, premature, 24 calories ready-to-feed low iron",7.19,1.97,7.21
"infant formula, mead johnson, enfamil, premature, with iron, 20 calories, ready-to-feed",6.2,2.2,3.6
"infant formula, mead johnson, enfamil, premature, with iron, 24 calories, ready-to-feed",8.88,2.6,4.2
"infant formula, mead johnson, enfamil, with iron, powder",56.2,10.8,56.0
"infant formula, mead johnson, enfamil 24, ready to feed, with ara and dha",6.93,1.64,8.1
"infant formula, mead johnson, enfamil enspire powder, with ara and dha, not reconstituted",57.2,10.5,53.0
"infant formula, mead johnson, enfamil premature 30 calories, ready to feed, with ara and dha",11.13,3.2,2.0
"infant formula, mead johnson, enfamil premature high protein 24 calories, ready to feed, with ara and dha",8.66,2.8,4.1
"infant formula, mead johnson, enfamil reguline powder, with ara and dha, not reconstituted",55.9,11.7,30.0
"infant formula, mead johnson, enfamil reguline, ready to feed, with ara and dha",7.6,1.51,3.8
"infant formula, mead johnson, enfamil for supplementing, powder, with ara and dha, not reconstituted",55.8,11.7,11.8
"infant formula, mead johnson, enfamil for supplementing, ready to feed, with ara and dha",7.6,1.51,1.93
"infant formula, mead johnson, gentlease, ready to feed, with ara and dha",7.61,1.5,1.93
"infant formula, mead johnson, next step prosobee, powder, not reconstituted",57.1,15.6,56.0
"infant formula, mead johnson, next step, prosobee lipil, powder, with ara and dha",57.1,15.6,56.0
"infant formula, mead johnson, next step, prosobee, lipil, ready to feed, with ara and dha",8.09,2.14,7.77
"infant formula, mead johnson, pregestimil, with iron, powder, with ara and dha, not reconstituted",52.2,14.0,4.1
"infant formula, mead johnson, pregestimil, with iron, with ara and dha, prepared from powder",6.54,1.86,0.53
"infant formula, mead johnson, prosobee, with iron, ready to feed, with ara and dha",6.47,1.64,0.97
"infant formula, mead johnson, prosobee, with iron, ready-to-feed",6.11,1.64,6.11
"infant formula, mead johnson, pregestimil 20 calories, ready to feed, with ara and dha",7.0,1.84,0.02
"infant formula, mead johnson, pregestimil 24 calories, ready to feed, with ara and dha",5.95,2.2,0.02
"infant formula, mead johnson,next step prosobee, prepared from powder",8.08,2.14,7.77
"infant formula, nestle, good start essentials soy, with iron, powder",55.7,12.5,44.38
"infant formula, nestle, good start soy, with ara and dha, powder",55.6,12.5,44.38
"infant formula, nestle, good start soy, with dha and ara, liquid concentrate",14.71,3.31,11.74
"infant formula, nestle, good start soy, with dha and ara, ready-to-feed",7.13,1.6,5.68
"infant formula, nestle, good start supreme, with iron, dha and ara, prepared from liquid concentrate",7.39,1.45,5.0
"infant formula, nestle, good start supreme, with iron, dha and ara, ready-to-feed",7.39,1.45,5.0
"infant formula, nestle, good start supreme, with iron, liquid concentrate, not reconstituted",14.2,2.79,9.7
"infant formula, nestle, good start supreme, with iron, powder",57.32,11.3,39.3
"infant formula, pbm products, store brand, liquid concentrate, not reconstituted",13.9,2.9,13.9
"infant formula, pbm products, store brand, powder",56.0,12.0,56.0
"infant formula, pbm products, store brand, ready-to-feed",6.39,1.4,6.4
"infant formula, pbm products, store brand, soy, liquid concentrate, not reconstituted",12.18,3.6,12.18
"infant formula, pbm products, store brand, soy, powder",52.2,13.6,52.2
"infant formula, pbm products, store brand, soy, ready-to-feed",6.09,1.8,6.1
"interstate brands corp, wonder hamburger rolls",50.84,8.07,11.06
"jimmy dean, sausage, egg, and cheese breakfast biscuit, frozen, unprepared",21.07,9.29,3.1
"jackfruit, canned, syrup pack",23.94,0.36,0.0
"jackfruit, raw",23.25,1.72,19.08
jams and preserves,68.86,0.37,48.5
"jams and preserves, apricot",64.4,0.7,43.4
"jams and preserves, no sugar (with sodium saccharin), any flavor",53.42,0.3,37.81
"jams, preserves, marmalade, reduced sugar",37.6,0.0,29.41
"jams, preserves, marmalades, sweetened with fruit juice",52.93,0.0,42.0
"java-plum, (jambolan), raw",15.56,0.72,0.0
jellies,69.95,0.15,51.22
"jellies, no sugar (with sodium saccharin), any flavors",29.6,0.55,3.39
"jellies, reduced sugar, home preserved",46.1,0.3,45.3
"jellyfish, dried, salted",0.0,5.5,0.0
"jerusalem-artichokes, raw",17.44,2.0,9.6
"jew's ear, (pepeao), raw",6.75,0.48,0.0
"juice, apple and grape blend, with added ascorbic acid",12.46,0.16,10.92
"juice, apple, grape and pear blend, with added ascorbic acid and calcium",12.96,0.17,9.95
"jujube, chinese, fresh, dried",72.52,4.72,0.0
"jujube, raw",20.23,1.2,0.0
"jute, potherb, cooked, boiled, drained, with salt",7.29,3.68,1.0
"jute, potherb, cooked, boiled, drained, without salt",7.29,3.68,1.0
"jute, potherb, raw",5.8,4.65,0.0
"kfc, coleslaw",15.65,0.91,13.54
"kfc, crispy chicken strips",13.66,20.25,0.0
"kfc, fried chicken, extra crispy, breast, meat and skin with breading",8.47,21.24,0.0
"kfc, fried chicken, extra crispy, breast, meat only, skin and breading removed",0.25,27.25,0.0
"kfc, fried chicken, extra crispy, drumstick, meat and skin with breading",7.96,20.62,0.0
"kfc, fried chicken, extra crispy, drumstick, meat only, skin and breading removed",0.0,25.9,0.0
"kfc, fried chicken, extra crispy, skin and breading",22.54,10.96,0.0
"kfc, fried chicken, extra crispy, thigh, meat and skin with breading",10.3,17.17,0.0
"kfc, fried chicken, extra crispy, thigh, meat only, skin and breading removed",0.0,22.41,0.0
"kfc, fried chicken, extra crispy, wing, meat and skin with breading",11.66,20.8,0.0
"kfc, fried chicken, extra crispy, wing, meat only, skin and breading removed",2.97,28.67,0.0
"kfc, fried chicken, original recipe, breast, meat and skin with breading",6.28,21.94,0.0
"kfc, fried chicken, original recipe, breast, meat only, skin and breading removed",0.0,26.89,0.0
"kfc, fried chicken, original recipe, drumstick, meat and skin with breading",5.39,22.3,0.0
"kfc, fried chicken, original recipe, drumstick, meat only, skin and breading removed",0.11,26.3,0.0
"kfc, fried chicken, original recipe, skin and breading",18.79,14.17,0.0
"kfc, fried chicken, original recipe, thigh, meat and skin with breading",8.46,18.9,0.0
"kfc, fried chicken, original recipe, thigh, meat only, skin and breading removed",0.01,22.78,0.0
"kfc, fried chicken, original recipe, wing, meat and skin with breading",9.93,21.7,0.0
"kfc, fried chicken, original recipe, wing, meat only, skin and breading removed",1.76,28.65,0.0
"kfc, popcorn chicken",21.18,17.67,0.0
"kfc, biscuit",43.55,7.5,4.04
kraft breakstone's free fat free sour cream,15.1,4.7,7.2
kraft breakstone's reduced fat sour cream,6.5,4.5,6.4
kraft cheez whiz light pasteurized process cheese product,16.2,16.3,8.2
kraft cheez whiz pasteurized process cheese sauce,9.2,12.0,6.7
kraft free singles american nonfat pasteurized process cheese product,11.7,22.7,6.7
kraft velveeta light reduced fat pasteurized process cheese product,11.8,19.6,8.5
kraft velveeta pasteurized process cheese spread,9.8,16.3,8.1
"kale, cooked, boiled, drained, with salt",5.3,2.94,1.21
"kale, cooked, boiled, drained, without salt",5.3,2.94,1.21
"kale, frozen, cooked, boiled, drained, with salt",5.3,2.94,1.21
"kale, frozen, cooked, boiled, drained, without salt",5.3,2.94,1.21
"kale, frozen, unprepared",4.88,2.66,0.85
"kale, raw",4.42,2.92,0.99
"kanpyo, (dried gourd strips)",65.03,8.58,0.0
"keebler, keebler chocolate graham selects",71.8,7.1,26.5
"kefir, lowfat, plain, lifeway",4.77,3.79,4.61
"kefir, lowfat, strawberry, lifeway",10.2,3.39,9.21
"keikitos (muffins), latino bakery item",53.16,6.81,25.81
"kielbasa, polish, turkey and beef, smoked",3.9,13.1,0.0
"kielbasa, fully cooked, grilled",5.03,12.45,2.39
"kielbasa, fully cooked, pan-fried",4.78,12.36,2.38
"kielbasa, fully cooked, unheated",3.72,10.84,2.05
"kiwifruit, zespri sungold, raw",15.79,1.02,12.3
"kiwifruit, green, raw",14.66,1.14,8.99
"knackwurst, knockwurst, pork, beef",3.2,11.1,0.0
"kohlrabi, cooked, boiled, drained, with salt",6.69,1.8,2.8
"kohlrabi, cooked, boiled, drained, without salt",6.69,1.8,2.8
"kohlrabi, raw",6.2,1.7,2.6
"kraft foods, shake n bake original recipe, coating for pork, dry",79.8,6.1,0.0
"kraft, stove top stuffing mix chicken flavor",73.1,12.6,10.1
"kumquats, raw",15.9,1.88,9.36
"lean pockets, ham n cheddar",32.52,10.28,7.6
"little caesars 14"" cheese pizza, large deep dish crust",30.1,12.63,3.66
"little caesars 14"" cheese pizza, thin crust",22.85,16.23,2.76
"little caesars 14"" original round cheese pizza, regular crust",31.5,13.39,4.02
"little caesars 14"" original round meat and vegetable pizza, regular crust",23.1,12.12,3.74
"little caesars 14"" original round pepperoni pizza, regular crust",31.01,13.59,3.76
"little caesars 14"" pepperoni pizza, large deep dish crust",29.03,12.93,3.39
"lamb, australian, ground,  85% lean / 15% fat, raw",0.0,17.14,0.0
"lamb, australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, cooked",0.0,24.52,0.0
"lamb, australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,17.84,0.0
"lamb, australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, cooked",0.0,26.71,0.0
"lamb, australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, raw",0.0,20.25,0.0
"lamb, australian, imported, fresh, external fat, cooked",0.0,16.9,0.0
"lamb, australian, imported, fresh, external fat, raw",0.0,12.59,0.0
"lamb, australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",0.0,24.78,0.0
"lamb, australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,18.85,0.0
"lamb, australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, cooked, braised",0.0,27.5,0.0
"lamb, australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, raw",0.0,20.83,0.0
"lamb, australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.0,27.54,0.0
"lamb, australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,20.97,0.0
"lamb, australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",0.0,28.6,0.0
"lamb, australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, raw",0.0,22.28,0.0
"lamb, australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",0.0,25.54,0.0
"lamb, australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,19.17,0.0
"lamb, australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, broiled",0.0,26.75,0.0
"lamb, australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, raw",0.0,20.65,0.0
"lamb, australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",0.0,29.52,0.0
"lamb, australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,20.58,0.0
"lamb, australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, braised",0.0,30.73,0.0
"lamb, australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, raw",0.0,22.49,0.0
"lamb, australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.0,25.25,0.0
"lamb, australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,18.59,0.0
"lamb, australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, cooked, roasted",0.0,27.18,0.0
"lamb, australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, raw",0.0,20.45,0.0
"lamb, australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",0.0,25.75,0.0
"lamb, australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,18.33,0.0
"lamb, australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8"" fat, cooked, broiled",0.0,27.63,0.0
"lamb, australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8"" fat, raw",0.0,20.43,0.0
"lamb, australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.0,24.88,0.0
"lamb, australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,17.25,0.0
"lamb, australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",0.0,27.75,0.0
"lamb, australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, raw",0.0,20.48,0.0
"lamb, australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.08,30.15,0.0
"lamb, australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,21.95,0.0
"lamb, australian, imported, fresh, leg, trotter off, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, roasted",0.0,32.08,0.0
"lamb, australian, imported, fresh, leg, trotter off, bone-in, separable lean only, trimmed to 1/8"" fat, raw",0.0,23.11,0.0
"lamb, australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.0,25.16,0.0
"lamb, australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, raw",0.0,18.24,0.0
